phase,t_s,wind_est_north,wind_est_east,cmd_north_m,cmd_east_m,actual_north_m,actual_east_m,pos_error_m,roll_deg,pitch_deg
correction_on,3.75,64.99,-15.25,-34.910,163.899,-25.648,159.190,10.391,24.86,-12.77
correction_on,3.80,64.75,-17.17,-34.837,164.475,-26.213,159.271,10.073,21.88,-14.67
correction_on,3.85,64.40,-19.14,-34.734,165.066,-26.499,159.317,10.044,18.69,-16.50
correction_on,3.90,63.40,-21.63,-34.434,165.812,-27.075,159.425,9.744,14.78,-18.46
correction_on,3.95,62.13,-23.67,-34.051,166.425,-27.438,159.503,9.574,10.77,-20.39
correction_on,4.00,60.22,-25.80,-33.480,167.064,-28.018,159.648,9.210,5.98,-22.48
correction_on,4.05,57.68,-28.21,-32.717,167.786,-28.307,159.730,9.184,1.18,-24.38
correction_on,4.10,54.29,-30.05,-31.701,168.339,-28.878,159.916,8.883,-4.38,-26.17
correction_on,4.15,49.15,-30.21,-30.159,168.387,-29.228,160.049,8.390,-9.77,-27.52
correction_on,4.20,42.99,-29.44,-28.312,168.155,-29.773,160.287,8.002,-15.61,-28.39
correction_on,4.25,34.82,-30.23,-25.861,168.392,-30.036,160.419,9.001,-20.62,-28.33
correction_on,4.30,26.02,-31.89,-23.220,168.890,-30.542,160.702,10.984,-25.40,-27.21
correction_on,4.35,13.38,-35.69,-19.427,170.030,-30.843,160.894,14.622,-29.14,-25.39
correction_on,4.40,3.95,-37.37,-16.599,170.534,-31.294,161.218,17.400,-32.44,-23.06
correction_on,4.45,3.83,-32.35,-16.562,169.028,-31.506,161.389,16.784,-34.87,-20.84
correction_on,4.50,-2.13,-34.52,-14.775,169.678,-31.897,161.742,18.872,-36.95,-18.37
correction_on,4.55,-3.06,-31.96,-14.495,168.913,-32.120,161.970,18.943,-38.44,-15.91
correction_on,4.60,-2.88,-22.33,-14.550,166.021,-32.440,162.344,18.264,-39.68,-13.10
correction_on,4.65,-2.96,-12.59,-14.526,163.102,-32.583,162.533,18.066,-40.57,-10.46
correction_on,4.70,1.64,7.18,-15.905,157.171,-32.834,162.915,17.877,-41.29,-7.41
correction_on,4.75,9.35,26.32,-18.218,151.428,-32.968,163.154,18.843,-41.70,-4.10
correction_on,4.80,21.33,49.71,-21.812,144.411,-33.144,163.536,22.230,-41.75,0.20
correction_on,4.85,27.85,64.18,-23.768,140.068,-33.216,163.725,25.473,-41.16,5.09
correction_on,4.90,39.54,84.17,-27.275,134.072,-33.327,164.095,30.627,-39.58,11.18
correction_on,4.95,49.33,97.67,-30.212,130.023,-33.376,164.320,34.442,-37.04,17.19
correction_on,5.00,66.42,106.88,-35.340,127.260,-33.425,164.663,37.452,-33.20,23.52
correction_on,5.05,89.39,124.49,-42.230,121.977,-33.438,164.825,43.741,-28.73,28.85
correction_on,5.10,111.39,137.55,-48.830,118.058,-33.444,165.127,49.520,-23.06,33.77
correction_on,5.15,122.84,141.51,-52.264,116.870,-33.438,165.299,51.959,-17.04,37.36
correction_on,5.20,130.75,134.37,-54.640,119.014,-33.417,165.544,51.142,-9.87,40.05
correction_on,5.25,135.07,112.41,-55.935,125.600,-33.403,165.653,45.955,-3.08,41.45
correction_on,5.30,135.04,81.53,-55.926,134.866,-33.375,165.842,38.316,3.86,41.95
correction_on,5.35,117.12,54.43,-50.549,142.996,-33.358,165.940,28.670,9.59,41.69
correction_on,5.40,95.54,26.51,-44.076,151.371,-33.339,166.068,18.202,15.00,40.76
correction_on,5.45,67.26,4.96,-35.593,157.835,-33.333,166.118,8.586,19.29,39.49
correction_on,5.50,49.45,-5.11,-30.249,160.856,-33.334,166.192,6.163,23.06,38.05
correction_on,5.55,38.86,-12.55,-27.071,163.089,-33.344,166.220,7.011,25.34,37.21
correction_on,5.60,33.28,-21.45,-25.397,165.760,-33.377,166.240,7.995,24.83,36.98
correction_on,5.65,19.48,-31.33,-21.259,168.723,-33.401,166.239,12.393,19.29,36.23
correction_on,5.70,12.59,-41.04,-19.190,171.636,-33.462,166.216,15.266,8.78,33.16
correction_on,5.75,8.53,-38.85,-17.973,170.978,-33.504,166.187,16.253,-1.91,27.96
correction_on,5.80,4.75,-32.41,-16.839,169.045,-33.570,166.123,16.984,-12.25,20.87
correction_on,5.85,9.90,-3.93,-18.385,160.503,-33.598,166.085,16.204,-19.99,14.21
correction_on,5.90,0.98,8.34,-15.709,156.820,-33.637,166.008,20.145,-26.56,8.25
correction_on,5.95,8.50,12.62,-17.963,155.539,-33.648,165.962,18.833,-31.13,5.19
correction_on,6.00,21.29,26.49,-21.802,151.375,-33.641,165.901,18.739,-34.35,5.07
correction_on,6.05,35.96,40.09,-26.201,147.296,-33.624,165.876,20.008,-35.96,6.49
correction_on,6.10,43.30,52.26,-28.403,143.644,-33.561,165.838,22.786,-36.31,9.22
correction_on,6.15,47.88,61.72,-29.779,140.808,-33.503,165.820,25.288,-34.79,12.88
correction_on,6.20,52.97,73.31,-31.303,137.330,-33.378,165.798,28.543,-31.04,17.72
correction_on,6.25,56.12,83.43,-32.248,134.293,-33.302,165.787,31.511,-26.20,22.35
correction_on,6.30,72.75,96.91,-37.240,130.252,-33.128,165.761,35.747,-20.14,27.05
correction_on,6.35,84.14,110.64,-40.656,126.132,-33.006,165.740,40.340,-14.25,30.80
correction_on,6.40,88.96,100.53,-42.103,129.165,-32.801,165.691,37.692,-7.83,34.05
correction_on,6.45,84.98,84.82,-40.906,133.878,-32.696,165.659,32.825,-1.80,36.12
correction_on,6.50,81.67,62.87,-39.915,140.464,-32.486,165.579,26.191,4.59,37.43
correction_on,6.55,72.76,39.31,-37.243,147.530,-32.357,165.517,18.638,10.02,37.95
correction_on,6.60,54.89,22.95,-31.880,152.438,-32.161,165.396,12.961,15.09,37.99
correction_on,6.65,32.68,12.58,-25.218,155.549,-32.069,165.325,11.938,18.96,37.73
correction_on,6.70,22.62,5.82,-22.200,157.579,-31.900,165.165,12.314,21.88,37.50
correction_on,6.75,22.17,-0.83,-22.064,159.573,-31.807,165.051,11.177,21.15,37.47
correction_on,6.80,22.08,-4.21,-22.037,160.585,-31.676,164.846,10.538,14.64,36.45
correction_on,6.85,12.28,-6.16,-19.098,161.171,-31.619,164.732,13.017,5.18,33.30
correction_on,6.90,5.48,-10.75,-17.057,162.549,-31.512,164.483,14.583,-5.58,27.83
correction_on,6.95,12.19,-14.75,-19.070,163.747,-31.445,164.315,12.388,-14.33,22.01
correction_on,7.00,25.20,-7.18,-22.974,161.477,-31.329,164.035,8.738,-22.10,15.94
correction_on,7.05,23.98,4.30,-22.608,158.035,-31.263,163.892,10.450,-27.70,10.58
correction_on,7.10,17.32,-0.20,-20.609,159.383,-31.111,163.609,11.321,-32.16,5.16
correction_on,7.15,20.58,-6.80,-21.589,161.363,-31.001,163.437,9.638,-34.83,1.63
correction_on,7.20,25.23,-2.34,-22.982,160.025,-30.801,163.173,8.429,-36.52,0.09
correction_on,7.25,24.52,5.29,-22.768,157.735,-30.689,163.049,9.537,-37.79,-1.54
correction_on,7.30,20.09,5.87,-21.442,157.563,-30.437,162.815,10.417,-38.45,-4.33
correction_on,7.35,17.90,2.21,-20.782,158.659,-30.265,162.680,10.300,-37.31,-5.93
correction_on,7.40,18.13,1.77,-20.853,158.793,-29.966,162.481,9.831,-34.63,-5.51
correction_on,7.45,17.68,6.26,-20.719,157.446,-29.806,162.389,10.344,-32.28,-4.48
correction_on,7.50,18.08,10.66,-20.839,156.126,-29.465,162.220,10.561,-30.32,-3.90
correction_on,7.55,19.39,8.52,-21.230,156.768,-29.239,162.123,9.634,-28.65,-3.20
correction_on,7.60,19.58,7.60,-21.288,157.044,-28.857,161.982,9.037,-26.56,-1.02
correction_on,7.65,18.89,11.02,-21.081,156.016,-28.657,161.917,9.603,-24.02,2.09
correction_on,7.70,20.83,13.48,-21.664,155.280,-28.245,161.792,9.258,-20.31,5.20
correction_on,7.75,24.62,12.74,-22.800,155.502,-27.979,161.716,8.090,-16.41,7.88
correction_on,7.80,24.65,8.85,-22.808,156.668,-27.545,161.597,6.836,-12.01,11.28
correction_on,7.85,21.01,4.44,-21.715,157.990,-27.325,161.536,6.637,-7.27,14.53
correction_on,7.90,19.86,0.43,-21.371,159.195,-26.884,161.410,5.941,-0.96,17.01
correction_on,7.95,20.86,-4.06,-21.672,160.541,-26.609,161.327,4.999,5.14,16.90
correction_on,8.00,17.98,-12.08,-20.807,162.947,-26.177,161.186,5.652,10.51,13.81
correction_on,8.05,8.62,-22.34,-18.001,166.024,-25.967,161.113,9.359,14.06,8.68
correction_on,8.10,2.53,-30.15,-16.174,168.370,-25.561,160.962,11.958,16.74,1.30
correction_on,8.15,3.42,-31.81,-16.440,168.867,-25.320,160.868,11.951,17.55,-6.75
correction_on,8.20,5.40,-29.43,-17.034,168.151,-24.954,160.724,10.858,15.86,-15.20
correction_on,8.25,4.86,-29.98,-16.872,168.316,-24.779,160.658,11.008,12.62,-21.86
correction_on,8.30,5.14,-32.23,-16.957,168.992,-24.441,160.540,11.289,8.58,-27.67
correction_on,8.35,11.42,-32.34,-18.841,169.026,-24.237,160.480,10.107,5.08,-31.81
correction_on,8.40,18.44,-29.54,-20.945,168.186,-23.916,160.406,8.328,1.81,-35.15
correction_on,8.45,24.07,-28.52,-22.635,167.879,-23.757,160.382,7.580,-0.37,-37.37
correction_on,8.50,25.66,-31.07,-23.110,168.643,-23.441,160.358,8.292,-1.13,-38.98
correction_on,8.55,30.30,-34.96,-24.504,169.812,-23.245,160.361,9.534,0.09,-39.66
correction_on,8.60,33.96,-34.74,-25.602,169.745,-22.932,160.399,9.720,2.96,-39.80
correction_on,8.65,39.38,-35.49,-27.227,169.972,-22.777,160.434,10.525,6.13,-39.67
correction_on,8.70,37.19,-39.79,-26.571,171.260,-22.475,160.533,11.482,9.64,-39.31
correction_on,8.75,36.79,-46.79,-26.452,173.360,-22.293,160.616,13.405,12.86,-38.68
correction_on,8.80,31.93,-46.09,-24.992,173.149,-22.017,160.778,12.724,16.10,-37.95
correction_on,8.85,33.78,-42.70,-25.547,172.133,-21.887,160.873,11.840,18.45,-37.59
correction_on,8.90,31.55,-38.09,-24.878,170.752,-21.648,161.089,10.189,20.10,-37.57
correction_on,8.95,32.42,-36.31,-25.141,170.217,-21.513,161.240,9.682,21.05,-37.65
correction_on,9.00,27.70,-32.25,-23.725,168.998,-21.322,161.507,7.867,22.05,-37.44
correction_on,9.05,34.40,-30.02,-25.733,168.329,-21.237,161.652,8.050,23.25,-36.82
correction_on,9.10,34.53,-21.74,-25.773,165.847,-21.092,161.963,6.082,24.94,-35.65
correction_on,9.15,38.60,-20.47,-26.995,165.464,-21.018,162.170,6.825,26.87,-33.76
correction_on,9.20,31.40,-20.14,-24.835,165.366,-20.928,162.523,4.833,29.23,-30.26
correction_on,9.25,40.22,-17.96,-27.480,164.713,-20.896,162.707,6.883,31.35,-25.52
correction_on,9.30,38.68,-11.41,-27.017,162.747,-20.858,163.084,6.168,33.50,-19.72
correction_on,9.35,42.89,-13.27,-28.280,163.305,-20.851,163.323,7.429,35.22,-14.08
correction_on,9.40,32.72,-13.49,-25.229,163.369,-20.869,163.703,4.373,36.72,-8.04
correction_on,9.45,36.77,-13.59,-26.446,163.399,-20.891,163.890,5.577,37.66,-2.39
correction_on,9.50,34.65,-4.49,-25.808,160.670,-20.958,164.252,6.030,38.13,3.64
correction_on,9.55,40.50,0.62,-27.564,159.138,-21.016,164.469,8.443,37.95,9.26
correction_on,9.60,30.29,3.33,-24.502,158.325,-21.134,164.795,7.294,37.09,15.15
correction_on,9.65,30.97,3.10,-24.705,158.395,-21.205,164.947,7.428,35.53,20.46
correction_on,9.70,20.44,2.42,-21.545,158.598,-21.367,165.222,6.626,32.94,25.90
correction_on,9.75,20.67,5.01,-21.614,157.820,-21.481,165.374,7.555,29.47,30.66
correction_on,9.80,15.31,7.33,-20.008,157.126,-21.679,165.584,8.622,24.51,35.17
correction_on,9.85,12.10,7.70,-19.044,157.013,-21.782,165.674,9.083,18.59,38.54
correction_on,9.90,0.70,1.03,-15.625,159.015,-21.994,165.821,9.321,11.40,41.04
correction_on,9.95,-3.55,-1.43,-14.348,159.752,-22.127,165.890,9.909,4.51,42.28
correction_on,10.00,0.33,0.91,-15.513,159.050,-22.334,165.965,9.713,-3.00,42.34
correction_on,10.05,-1.01,2.18,-15.110,158.669,-22.434,165.987,10.354,-10.01,40.99
correction_on,10.10,0.07,-0.28,-15.435,159.408,-22.621,166.001,9.753,-17.00,38.68
correction_on,10.15,-6.87,-2.69,-13.352,160.132,-22.726,165.991,11.055,-22.23,36.62
correction_on,10.20,1.15,-1.94,-15.760,159.906,-22.869,165.949,9.330,-26.47,34.66
correction_on,10.25,1.28,1.77,-15.799,158.792,-22.928,165.917,10.080,-29.37,32.90
correction_on,10.30,8.88,9.72,-18.078,156.408,-23.017,165.835,10.643,-31.76,31.09
correction_on,10.35,6.30,15.90,-17.304,154.554,-23.054,165.773,12.606,-33.27,30.14
correction_on,10.40,11.94,22.36,-18.996,152.614,-23.078,165.659,13.668,-33.79,30.15
correction_on,10.45,21.39,28.12,-21.831,150.887,-23.074,165.596,14.761,-32.83,31.19
correction_on,10.50,30.47,39.92,-24.555,147.347,-23.034,165.456,18.173,-30.55,32.91
correction_on,10.55,35.24,49.57,-25.986,144.454,-22.990,165.359,21.119,-26.99,34.86
correction_on,10.60,39.55,56.82,-27.278,142.278,-22.890,165.187,23.325,-21.28,36.97
correction_on,10.65,47.66,60.98,-29.712,141.031,-22.830,165.092,25.026,-14.65,38.52
correction_on,10.70,52.86,55.08,-31.271,142.800,-22.692,164.881,23.690,-6.95,39.59
correction_on,10.75,52.24,42.97,-31.086,146.433,-22.599,164.735,20.174,0.01,39.95
correction_on,10.80,44.19,25.21,-28.671,151.760,-22.448,164.477,14.158,7.10,39.60
correction_on,10.85,34.40,11.10,-25.735,155.994,-22.374,164.337,8.995,13.05,38.67
correction_on,10.90,28.45,1.79,-23.950,158.785,-22.235,164.038,5.526,18.69,37.23
correction_on,10.95,27.40,2.45,-23.635,158.588,-22.157,163.838,5.455,23.13,35.51
correction_on,11.00,26.90,4.82,-23.483,157.877,-22.052,163.501,5.803,26.84,32.25
correction_on,11.05,24.69,2.22,-22.821,158.659,-22.009,163.327,4.739,28.39,27.07
correction_on,11.10,26.03,-2.04,-23.222,159.934,-21.941,162.972,3.296,28.57,20.87
correction_on,11.15,26.54,-4.42,-23.375,160.648,-21.913,162.747,2.558,27.85,15.32
correction_on,11.20,30.34,-0.63,-24.515,159.513,-21.890,162.390,3.894,26.34,8.76
correction_on,11.25,30.41,5.08,-24.535,157.799,-21.890,162.213,5.146,24.95,1.94
correction_on,11.30,27.81,4.25,-23.755,158.048,-21.912,161.870,4.243,23.71,-5.29
correction_on,11.35,24.30,-0.02,-22.704,159.330,-21.938,161.665,2.457,22.79,-9.84
correction_on,11.40,20.28,-7.86,-21.497,161.681,-21.995,161.356,0.594,21.59,-12.12
correction_on,11.45,19.04,-12.11,-21.125,162.955,-22.029,161.211,1.964,19.70,-13.85
correction_on,11.50,18.86,-13.33,-21.071,163.323,-22.108,160.942,2.598,16.23,-17.15
correction_on,11.55,19.84,-14.26,-21.365,163.603,-22.166,160.790,2.925,11.82,-21.78
correction_on,11.60,20.21,-14.51,-21.476,163.678,-22.268,160.578,3.200,6.27,-26.88
correction_on,11.65,19.10,-18.69,-21.145,164.930,-22.320,160.486,4.597,1.06,-30.74
correction_on,11.70,16.84,-20.77,-20.465,165.553,-22.425,160.330,5.579,-4.02,-33.83
correction_on,11.75,17.41,-20.36,-20.638,165.431,-22.487,160.252,5.499,-7.95,-35.82
correction_on,11.80,18.15,-16.53,-20.857,164.283,-22.579,160.160,4.468,-11.46,-37.22
correction_on,11.85,19.48,-13.57,-21.258,163.393,-22.619,160.129,3.536,-14.16,-37.97
correction_on,11.90,15.96,-14.02,-20.202,163.528,-22.690,160.099,4.236,-16.52,-38.39
correction_on,11.95,14.66,-15.62,-19.812,164.010,-22.726,160.099,4.877,-18.06,-38.16
correction_on,12.00,9.02,-13.19,-18.119,163.279,-22.769,160.131,5.616,-19.05,-36.97
correction_on,12.05,5.38,-10.22,-17.026,162.389,-22.784,160.160,6.174,-20.07,-35.57
correction_on,12.10,1.85,-5.82,-15.967,161.071,-22.799,160.249,6.881,-21.56,-33.70
correction_on,12.15,2.74,-2.83,-16.236,160.171,-22.797,160.325,6.563,-23.76,-30.85
correction_on,12.20,-0.89,2.52,-15.147,158.566,-22.771,160.476,7.859,-26.70,-26.37
correction_on,12.25,2.02,14.05,-16.019,155.107,-22.747,160.564,8.663,-29.36,-20.97
correction_on,12.30,5.58,29.87,-17.087,150.362,-22.675,160.758,11.803,-31.72,-14.30
correction_on,12.35,13.81,44.68,-19.556,145.920,-22.613,160.887,15.276,-33.07,-7.41
correction_on,12.40,21.42,57.26,-21.839,142.146,-22.486,161.099,18.963,-33.09,0.83
correction_on,12.45,26.44,69.05,-23.345,138.607,-22.411,161.203,22.615,-31.49,8.66
correction_on,12.50,39.79,81.51,-27.350,134.871,-22.239,161.402,27.019,-27.97,16.80
correction_on,12.55,53.40,93.19,-31.435,131.366,-22.118,161.517,31.557,-23.33,23.51
correction_on,12.60,67.36,98.03,-35.621,129.916,-21.907,161.674,34.593,-17.18,29.52
correction_on,12.65,75.68,91.99,-38.119,131.727,-21.796,161.739,34.164,-10.60,33.69
correction_on,12.70,76.96,70.41,-38.502,138.200,-21.567,161.840,29.080,-2.89,36.63
correction_on,12.75,67.12,37.44,-35.551,148.092,-21.425,161.884,19.742,4.29,37.93
correction_on,12.80,48.69,3.43,-30.021,158.294,-21.205,161.922,9.533,11.60,38.01
correction_on,12.85,20.88,-26.74,-21.677,167.346,-21.099,161.927,5.450,17.67,36.97
correction_on,12.90,-0.59,-41.55,-15.237,171.788,-20.904,161.911,11.387,23.46,34.17
correction_on,12.95,-23.59,-59.26,-8.338,177.102,-20.794,161.885,19.665,26.77,27.87
correction_on,13.00,-32.60,-72.28,-5.634,181.009,-20.641,161.822,24.358,26.53,17.36
correction_on,13.05,-38.38,-77.36,-3.900,182.532,-20.576,161.784,26.619,23.06,6.80
correction_on,13.10,-44.55,-79.33,-2.049,183.123,-20.468,161.703,28.251,17.20,-4.36
correction_on,13.15,-12.28,-42.53,-11.730,172.084,-20.413,161.655,13.570,11.08,-13.13
correction_on,13.20,15.86,-19.18,-20.173,165.077,-20.337,161.591,3.490,4.36,-20.60
correction_on,13.25,21.15,-6.54,-21.758,161.287,-20.302,161.567,1.483,-1.57,-25.68
correction_on,13.30,23.17,5.42,-22.364,157.699,-20.230,161.539,4.394,-6.64,-29.31
correction_on,13.35,38.58,3.22,-26.987,158.357,-20.183,161.535,7.510,-7.30,-29.19
correction_on,13.40,52.54,5.32,-31.175,157.728,-20.101,161.552,11.715,-3.37,-23.29
correction_on,13.45,61.90,13.08,-33.983,155.399,-20.057,161.571,15.232,2.22,-15.02
correction_on,13.50,57.26,8.06,-32.593,156.906,-19.966,161.629,13.482,9.33,-7.35
correction_on,13.55,38.50,-15.42,-26.964,163.950,-19.910,161.676,7.412,15.98,-2.09
correction_on,13.60,26.97,-24.88,-23.506,166.787,-19.829,161.759,6.229,22.41,2.14
correction_on,13.65,10.89,-35.57,-18.682,169.994,-19.794,161.802,8.267,27.25,3.92
correction_on,13.70,14.06,-32.28,-19.633,169.009,-19.738,161.887,7.122,31.00,2.25
correction_on,13.75,13.43,-23.10,-19.442,166.253,-19.715,161.940,4.321,31.72,-2.45
correction_on,13.80,5.54,-30.48,-17.075,168.468,-19.699,162.025,6.957,28.86,-9.43
correction_on,13.85,4.41,-24.83,-16.737,166.772,-19.699,162.069,5.557,24.68,-15.62
correction_on,13.90,10.19,-18.88,-18.470,164.987,-19.715,162.168,3.083,18.99,-20.59
correction_on,13.95,18.90,-5.02,-21.084,160.829,-19.733,162.238,1.952,12.53,-24.31
correction_on,14.00,22.57,-2.34,-22.186,160.025,-19.769,162.370,3.368,4.54,-25.93
correction_on,14.05,20.56,2.74,-21.582,158.501,-19.788,162.444,4.331,-1.35,-22.64
correction_on,14.10,20.93,4.16,-21.694,158.074,-19.821,162.609,4.906,-3.66,-13.63
correction_on,14.15,26.22,8.92,-23.280,156.647,-19.837,162.723,6.983,-2.98,-3.35
correction_on,14.20,28.24,19.52,-23.885,153.467,-19.855,162.915,10.271,-1.25,7.44
correction_on,14.25,32.92,26.78,-25.289,151.289,-19.861,163.011,12.918,0.76,15.83
correction_on,14.30,37.51,32.05,-26.666,149.707,-19.871,163.199,15.107,3.42,22.93
correction_on,14.35,41.56,35.56,-27.882,148.655,-19.876,163.309,16.698,5.99,27.86
correction_on,14.40,42.29,39.36,-28.100,147.515,-19.886,163.467,17.942,8.73,31.75
correction_on,14.45,46.00,37.98,-29.214,147.928,-19.892,163.536,18.180,11.16,34.26
correction_on,14.50,46.69,34.40,-29.422,149.003,-19.909,163.654,17.469,13.57,36.10
correction_on,14.55,44.53,27.38,-28.773,151.111,-19.923,163.713,15.399,15.53,37.21
correction_on,14.60,38.81,19.55,-27.058,153.458,-19.954,163.781,12.531,17.47,37.91
correction_on,14.65,35.41,15.65,-26.036,154.630,-19.973,163.802,10.995,19.13,38.18
correction_on,14.70,33.90,15.04,-25.585,154.812,-20.022,163.819,10.587,20.76,38.22
correction_on,14.75,31.15,14.54,-24.760,154.962,-20.060,163.812,10.021,21.97,38.22
correction_on,14.80,28.44,14.96,-23.947,154.837,-20.134,163.773,9.716,22.84,38.28
correction_on,14.85,26.42,14.64,-23.339,154.931,-20.178,163.741,9.360,23.14,38.50
correction_on,14.90,25.72,14.74,-23.130,154.900,-20.278,163.651,9.204,22.71,38.99
correction_on,14.95,25.11,16.70,-22.946,154.314,-20.349,163.577,9.620,21.44,39.68
